link,price,year,mileage,title,fuel_type,gearbox,isPrivateSeller
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla250-shooting-brake-aso-salon-polska-gwarancja-ID6GWLZB.html,164 900,2021,81 900 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-burmester-amg-night-keyless-go-mbux-ID6GQdpu.html,189 900,2021,75 750 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-panorama-hak-premium-pakiet-vat-23-ID6H8kjs.html,149 900,2022,32 900 km,Mercedes-Benz CLA 200 Shooting Brake 7G-DCT AMG Line,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6H1BkC.html,201 026,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-shooting-brake-7g-tronic-salon-polska-ID6H8jWv.html,184 900,2023,21 576 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-polski-salon-2023r-jak-nowy-13tkm-amg-line-ambiente-kamera-fv23-ID6H8jOb.html,132 000,2023,13 000 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-piekny-ambiente-kamera-virtual-keyless-znaki-line-assist-ID6H52Il.html,104 800,2020,149 000 km,Mercedes-Benz CLA 200 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-250-4-matic-amg-line-7g-dct-shooting-brake-ID6GQrav.html,155 900,2020,40 300 km,Mercedes-Benz CLA 250 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-35amg-4m-demo-premium-night-kamera-mbux-pg24-salon-pl-fv23-ID6Hb6BQ.html,249 900,2023,6 600 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-salon-polska-fv23-ID6GTNZd.html,149 900,2024,11 480 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-pakiet-amg-ppf-czarny-dach-pakiet-night-ID6H8dGF.html,199 900,2024,17 400 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-amg-line-demonstracyjny-ID6GGsnV.html,184 900,2023,3 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6GExAu.html,182 900,2023,31 505 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-oferta-dealera-salonpl-bezwypadkowy-aso-gwarancja-1wl-amg-night-vat23-ID6H6bOf.html,175 000,2024,36 806 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla220-4matic-amg-advanced-plus-ID6H9KhA.html,185 200,2023,19 800 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-mb-motors-janki-rabat-specjalny-26000-ID6H8i55.html,206 900,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-163km-dostepny-od-reki-ID6H5lpN.html,196 540,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-mb-motors-janki-ID6GB4Sk.html,210 499,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6Hb5iY.html,139 900,2022,29 480 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-fv23-gwarancja-serwisowa-94-227-netto-ID6Hb4LL.html,115 899,2020,59 889 km,Mercedes-Benz CLA 200 d 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-line-pakiet-night-multibeam-led-faktura-vat23-ID6Hb4Hu.html,189 900,2024,9 265 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-progressive-salon-polska-fv23-certified-ID6H1AqE.html,149 900,2024,7 900 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-fv23-2024-pakiet-amg-gwarancja-niski-przebieg-premium-plus-ID6GZNQQ.html,194 900,2024,12 354 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H8ghR.html,227 900,2023,24 008 km,Mercedes-Benz CLA,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-amg-line-multibeam-led-kamera-cofania-ambiente-keyless-fv-ID6Hb3aI.html,184 900,2023,6 900 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-pakiet-amg-kamera-cofania-led-fv23-ID6GN2TN.html,169 900,2023,15 386 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-od-dealera-fv23-mercedes-benz-certified-ID6GPxwH.html,178 900,2023,10 600 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla45-shooting-brake-stan-idealny-ID6H8fpY.html,285 900,2020,18 000 km,Mercedes-Benz CLA AMG 45 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-35-4matic-shooting-brake-mb-motors-piaseczno-ID6H694D.html,270 199,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6Hb1Ww.html,112 900,2020,176 000 km,Mercedes-Benz CLA 200 d 4-Matic AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-1-5cdi-115km-klima-temp-voice-assistant-full-led-blis-kamera-panorama-ID6H1oOS.html,63 900,2020,203 004 km,Mercedes-Benz CLA,Diesel,Manualna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-7g-tronic-dct-163-km-demo-salon-polska-ID6GuEX0.html,199 900,2023,13 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-250-e-amg-shooting-brake-8g-tronic-salon-polska-ID6GJyai.html,164 900,2022,44 528 km,Mercedes-Benz CLA 250 E AMG Line 8G-DCT,Hybryda Plug-in,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-stylizacja-amg-kamera-cofania-keyless-go-ID6H5wSh.html,184 422,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-shooting-brake-rocznik-2025-ID6H68Ks.html,217 900,2025,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-220-4matic-pakiet-amg-premium-salo-pl-fv23-auto-frelik-ID6Hb0yB.html,234 900,2024,10 300 km,Mercedes-Benz CLA 220 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-kombi-sb-163-km-fv23-salon-polska-serwis-aso-ID6GyQ1q.html,138 999,2022,51 315 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-250-cesja-leasingu-ID6GGBR3.html,175 000,2022,75 000 km,Mercedes-Benz CLA 250 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-fv23-gwarancja-serwisowa-progressive-81300-netto-ID6H9Gwk.html,99 999,2020,169 888 km,Mercedes-Benz CLA 200 d Edition 1 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-premiumplus-night-panorama-burmasters-multibeam-pg-pl-fv23-ID6GHAOh.html,194 900,2023,7 200 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-fabrycznie-nowy-gwar-amg-line-panorama-headup-salon-pl-vat-23-ID6HaZgt.html,189 900,2024,20 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-bezwypadkowy-serwis-aso-pierwszy-wl-fv-23-ID6H6GQ6.html,289 900,2022,68 870 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-led-amg-kamera-keylessgo-martwepole-panorama-fv23-aso-ID6H5ghi.html,164 900,2023,20 998 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-2-0-150-amg-automat-kamera-ambiente-led-tablet-ast-pasa-ID6GCQWf.html,133 999,2020,136 549 km,Mercedes-Benz CLA 200 d 8G-DCT AMG Line Advanced Plus,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla180-amg-line-niebieski-hyper-wyprzedaz-rocznika-2024-mb-motors-ID6GAh0P.html,188 900,2024,10 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-fv23-pakiet-aerodynamiczny-salon-pl-fotele-performance-ID6GZmEq.html,329 900,2024,5 930 km,Mercedes-Benz CLA AMG 45 S 4-Matic+ 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-robi-wrazenie-braz-skory-kamera-full-led-virtual-tryby-jazdy-1wl-ID6GZpbz.html,99 800,2020,129 000 km,Mercedes-Benz CLA 180 d AMG Line 7G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-faktura-23-pl-salon-moc-363-km-ID6H6CXu.html,216 900,2021,50 000 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-shooting-brake-serwis-aso-przebieg-37-tys-ID6HaSxs.html,139 000,2020,37 000 km,Mercedes-Benz CLA 200 d Shooting Brake,Diesel,Manualna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-35-amg-po-serwisie-bogata-wersja-cena-do-negocjacji-ID6H0lIi.html,174 000,2021,47 636 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-shootingbreak-premium-1wl-salonpl-fv23-ID6GEGZ2.html,169 900,2023,21 520 km,Mercedes-Benz CLA 200 Shooting Brake 7G-DCT AMG Line,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-35-amg-pl-salon-i-wlasciciel-bezwypadkowy-ID6H6ANu.html,187 999,2020,52 000 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-dostepny-od-reki-ID6H89y8.html,191 454,2024,1 km,Mercedes-Benz CLA 200 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-stylizacja-amg-kamera-cofania-keyless-go-ID6H89x1.html,214 900,2025,5 km,Mercedes-Benz CLA,Benzyna,,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-progressive-salon-polska-fv23-ID6GTHdd.html,149 900,2024,15 377 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-advanced-plus-dach-panoramiczny-keyless-go-ID6H9wzQ.html,183 900,2024,1 560 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-line-faktura-vat-23-ID6GOc2m.html,169 900,2023,26 080 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-250-7g-dct-ID6H8yvz.html,187 500,2022,30 900 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200d-coupe-ID6H73iN.html,193 078,2024,1 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-180-shooting-brake-progresive-wyprzedaz-rocznika-2024-mb-motors-ID6GhXfv.html,184 900,2024,10 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6GYJil.html,190 519,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6GYxx5.html,193 931,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6GYxvH.html,190 519,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-magno-fotel-s-mega-opcja-salon-pl-faktura-vat23-ID6GY7yB.html,239 000,2022,34 000 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-180-wyprzedaz-2024-promocyjne-finansowane-ID6H52hW.html,182 900,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-line-panorama-fv-23-aso-gwarancja-polski-salon-od-dealera-ID6GWzSL.html,199 900,2024,14 500 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-163km-dostepny-od-reki-ID6H85Pi.html,233 117,2025,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-250-4matic-demo-emil-frey-select-ID6GAanz.html,254 599,2024,10 000 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H84kR.html,195 295,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-163km-dostepny-od-reki-ID6H3S7h.html,168 900,2024,1 km,Mercedes-Benz CLA 200 Progressive 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200d-shooting-brake-150km-dostepny-od-reki-ID6H3S6Y.html,198 098,2024,1 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-190-km-amg-line-opcje-4-matic-faktura-vat-23-ID6GSqCa.html,139 900,2021,91 300 km,Mercedes-Benz CLA 220 d 4-Matic AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-ID6H83M7.html,206 900,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-d-shooting-brake-mb-motors-janki-ID6GKTfJ.html,255 099,2024,5 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-250-4matic-coupe-mb-motors-janki-ID6GKTk8.html,280 999,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-shooting-brake-pamiec-foteli-multibeam-led-faktura-vat23-ID6GTAlr.html,149 900,2024,5 000 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-250-ID6GSeeq.html,236 600,2024,1 km,Mercedes-Benz CLA,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-paket-salon-polska-1-wlasciciel-serwis-aso-automat-ID6H9mFy.html,164 998,2024,10 982 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H6rwj.html,430 754,2025,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-line-163km-dostepny-od-reki-ID6H5YLD.html,199 999,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-35-shootingbreak-4matic-amg-night-burmester-hak-1wl-salonpl-aso-fv23-ID6GVrz9.html,249 900,2024,9 100 km,Mercedes-Benz CLA AMG 35 4Matic Shooting B AMG Speedshift 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-shooting-brake-salon-pl-fv23-ID6GY9Ed.html,119 900,2022,46 200 km,Mercedes-Benz CLA 200 Progressive 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-180-amg-line-pl-ambiente-carplay-kamera-bezwyp-1wl-fv23-ID6H3FK2.html,144 900,2023,39 000 km,Mercedes-Benz CLA 180 7G-DCT AMG Line,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-220-4-matic-linia-amg-advanced-plus-ID6H3vsK.html,209 000,2024,6 900 km,Mercedes-Benz CLA 220 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-keylessgo-kamera-360-linia-amg-martwe-pole-ID6GNtpY.html,189 900,2023,15 400 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-fv23-2024-pakiet-amg-gwarancja-niski-przebieg-premium-plus-ID6H0Skw.html,194 900,2024,14 308 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-pl-amg-line-kamera-advantage-ID6GTZsa.html,145 000,2023,38 135 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-sobieslaw-zasada-automotive-fv-23-certified-ID6GYhlD.html,159 900,2023,12 357 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-pl-bezwypadek-panorama-multi-beam-2xamg-naglosnienie-ID6HaPqq.html,125 000,2020,121 000 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-45s-amg-cesja-leasingu-korzystne-warunki-z-niska-rata-ID6H0Cat.html,290 000,2024,26 000 km,Mercedes-Benz CLA AMG 45 S 4-Matic+ 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-linia-amg-dach-panoramiczny-multibeam-led-ID6H6WWS.html,201 966,2024,5 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-leasing-105-5-lease-drive-od-1345-75zl-netto-miesiecznie-ID6H6WWr.html,206 085,2024,5 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-premium-multibeam-led-dach-panoramiczny-kamery-360-ID6GWu9j.html,219 198,2024,5 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-fv23-gwarancja-serwisowa-amg-line-94-227-netto-ID6GRO7X.html,115 899,2020,165 313 km,Mercedes-Benz CLA 220 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-220d-amg-line-190ps-virtual-ambiente-panorama-blis-kamera360-ID6HaOC3.html,109 900,2020,151 000 km,Mercedes-Benz CLA 220 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H7XLX.html,193 078,2024,5 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-line-panorama-led-kamera-faktura-vat23-ID6GAPPM.html,159 900,2021,56 164 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-wyprzedaz-rocznika-2025-promocyjne-finansowanie-ID6H4WZY.html,199 900,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-45-amg-s-salon-polska-487km-611nm-ID6H6nbh.html,190 000,2021,125 000 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-shooting-brake-pamiec-foteli-multibeam-led-faktura-vat23-ID6GTsIt.html,149 900,2024,5 614 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-line-premium-night-wyprzedaz-rocznika-2024-mb-motors-ID6GZytm.html,204 900,2024,10 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-220d-4m-na-gwarancji-fabrycznej-do-08-2026-ID6H6n3M.html,117 500,2021,136 000 km,Mercedes-Benz CLA 220 d 4-Matic Progressive 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-amg-cla-35-bezwypadkowy-od-i-wlasciciela-full-wersja-ID6H6mVS.html,105 000,2023,50 000 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-e-plug-in-amg-line-218km-aut-2021-r-salon-pl-i-wlasciciel-f-a-vat-ID6H6SOQ.html,154 900,2021,78 400 km,Mercedes-Benz CLA,Hybryda Plug-in,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-180-progresive-bezowa-tapicerka-wyprzedaz-rocznika-2024-ID6GgGZK.html,179 900,2024,10 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6GROQ8.html,199 957,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-shooting-brake-pakiet-amg-night-premium-plus-fv-23-ID6GTryC.html,189 900,2023,20 990 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-dostepny-od-reki-ID6GUjAY.html,214 900,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-amg-line-od-dealera-z-polskiego-salonu-fv23-gwarancja-ID6H5RsI.html,184 900,2024,21 000 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-line-salon-pl-parktronic-gwarancja-fv23-ID6H5RrM.html,184 900,2024,21 800 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-pl-amg-line-kamera-advantage-ID6GIZTZ.html,145 000,2023,38 135 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-odbior-juz-w-lutym-ID6H3Khb.html,333 978,2024,1 km,Mercedes-Benz CLA AMG 45 S 4-Matic+ 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-45s-amg-4matic-odbior-juz-w-lutm-ID6H3K5i.html,338 254,2024,1 km,Mercedes-Benz CLA AMG 45 S 4-Matic+ 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-polski-salon-cesja-2024r-demo-gwarancja-23-amg-ceramika-folia-ppf-ID6H8hHU.html,169 152,2024,8 244 km,Mercedes-Benz CLA 200 7G-DCT,Benzyna,Automatyczna,FALSE
